Animal ID,Name_Intake,DateTime_Intake,MonthYear_Intake,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Age upon Intake,Breed_Intake,Color_Intake,Name_Outcome,DateTime_Outcome,MonthYear_Outcome,Date of Birth,Animal Type_Outcome,Sex upon Outcome,Age upon Outcome,Breed_Outcome,Color_Outcome,binary_outcome
A668961,,12/12/2013 12:31:00 PM,12/12/2013 12:31:00 PM,Mcneil Rd in Austin (TX),Stray,Normal,Dog,Intact Male,4 months,Cairn Terrier Mix,Brown,,12/16/2013 05:20:00 PM,12/16/2013 05:20:00 PM,08/12/2013,Dog,Neutered Male,4 months,Cairn Terrier Mix,Brown,0.0
A776227,*Kit-Teacup,07/10/2018 01:36:00 PM,07/10/2018 01:36:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,3 months,Domestic Shorthair Mix,Brown Tabby,*Kit-Teacup,08/18/2018 04:23:00 PM,08/18/2018 04:23:00 PM,03/11/2018,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Brown Tabby,0.0
A773301,Rocky,05/30/2018 10:31:00 AM,05/30/2018 10:31:00 AM,500 Mario Street in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,German Shepherd Mix,Brown/Black,Rocky,05/30/2018 03:11:00 PM,05/30/2018 03:11:00 PM,05/30/2017,Dog,Neutered Male,1 year,German Shepherd Mix,Brown/Black,0.0
A701453,Tigger,06/10/2015 03:55:00 PM,06/10/2015 03:55:00 PM,1601 E Slaughter Ln in Travis (TX),Stray,Normal,Dog,Neutered Male,1 year,Harrier Mix,Brown Brindle/White,Tigger,07/26/2015 06:02:00 PM,07/26/2015 06:02:00 PM,10/29/2013,Dog,Neutered Male,1 year,Harrier Mix,Brown Brindle/White,0.0
A791279,*Nala,03/23/2019 05:14:00 PM,03/23/2019 05:14:00 PM,11520 Melstone Drive in Manor (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Black,*Nala,05/09/2019 09:21:00 AM,05/09/2019 09:21:00 AM,03/02/2019,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black,0.0
A797024,Chew Chew,06/08/2019 01:00:00 PM,06/08/2019 01:00:00 PM,9209 Quail Cove in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Medium Hair,Black/White,Chew Chew,06/16/2019 05:38:00 PM,06/16/2019 05:38:00 PM,04/16/2019,Cat,Intact Female,1 month,Domestic Medium Hair,Black/White,0.0
A764102,Sasha,12/21/2017 04:30:00 PM,12/21/2017 04:30:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,4 years,Pit Bull Mix,Brown/White,Sasha,12/22/2017 01:33:00 PM,12/22/2017 01:33:00 PM,12/21/2013,Dog,Spayed Female,4 years,Pit Bull Mix,Brown/White,0.0
A730056,*Mia,06/27/2016 06:34:00 PM,06/27/2016 06:34:00 PM,3706 Goodwin Ave in Austin (TX),Stray,Normal,Dog,Intact Female,5 years,Boxer Mix,Sable/White,*Mia,07/18/2016 12:05:00 PM,07/18/2016 12:05:00 PM,06/27/2011,Dog,Spayed Female,5 years,Boxer Mix,Sable/White,0.0
A792097,Latte,04/05/2019 06:14:00 PM,04/05/2019 06:14:00 PM,East Stasssney Lane And South Pleasant Valley Road in Austin (TX),Stray,Normal,Dog,Intact Female,7 months,Great Pyrenees,White/Tan,Latte,04/11/2019 04:34:00 PM,04/11/2019 04:34:00 PM,08/05/2018,Dog,Spayed Female,8 months,Great Pyrenees,White/Tan,0.0
A768002,,03/10/2018 09:54:00 PM,03/10/2018 09:54:00 PM,10300 Golden Meadow in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat Mix,Brown,,03/11/2018 09:16:00 AM,03/11/2018 09:16:00 AM,03/10/2017,Other,Unknown,1 year,Bat Mix,Brown,1.0
A705895,,06/22/2015 01:45:00 PM,06/22/2015 01:45:00 PM,Saint Johns in Austin (TX),Stray,Normal,Dog,Intact Male,6 months,Pug/Beagle,Tan/White,,06/26/2015 07:06:00 PM,06/26/2015 07:06:00 PM,11/22/2014,Dog,Neutered Male,7 months,Pug/Beagle,Tan/White,0.0
A701185,Sadie,04/25/2015 11:10:00 AM,04/25/2015 11:10:00 AM,1817 E Oltorf St Building 20 in Austin (TX),Stray,Normal,Dog,Spayed Female,9 years,Labrador Retriever Mix,Black,Sadie,04/29/2015 02:09:00 PM,04/29/2015 02:09:00 PM,04/24/2006,Dog,Spayed Female,9 years,Labrador Retriever Mix,Black,0.0
A667270,Oso,11/15/2013 12:51:00 PM,11/15/2013 12:51:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,3 months,Anatol Shepherd Mix,White/Brown,Oso,11/17/2013 12:53:00 PM,11/17/2013 12:53:00 PM,07/31/2013,Dog,Neutered Male,3 months,Anatol Shepherd Mix,White/Brown,0.0
A773464,,06/01/2018 01:14:00 PM,06/01/2018 01:14:00 PM,Travis (TX),Stray,Normal,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Black Tabby,,06/01/2018 03:54:00 PM,06/01/2018 03:54:00 PM,05/18/2018,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Black Tabby,0.0
A728701,*Old Yeller,06/07/2016 12:26:00 PM,06/07/2016 12:26:00 PM,739 W William Cannon Dr in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Labrador Retriever Mix,Tan,*Old Yeller,11/05/2016 05:30:00 PM,11/05/2016 05:30:00 PM,06/07/2015,Dog,Neutered Male,1 year,Labrador Retriever Mix,Tan,0.0
A704739,Ladybird,06/18/2015 11:30:00 AM,06/18/2015 11:30:00 AM,Travis (TX),Owner Surrender,Normal,Dog,Spayed Female,1 month,Labrador Retriever Mix,Black/White,Ladybird,06/20/2015 12:00:00 AM,06/20/2015 12:00:00 AM,04/20/2015,Dog,Spayed Female,1 month,Labrador Retriever Mix,Black/White,0.0
A794081,,05/03/2019 04:28:00 PM,05/03/2019 04:28:00 PM,701 Woodward Street in Austin (TX),Stray,Normal,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Blue/White,,05/03/2019 05:20:00 PM,05/03/2019 05:20:00 PM,04/18/2019,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Blue/White,0.0
A664481,Costello,10/04/2013 10:46:00 AM,10/04/2013 10:46:00 AM,1114 Terry Dr in Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 months,Dachshund Wirehair/Border Terrier,Black/Tan,Costello,10/06/2013 05:18:00 PM,10/06/2013 05:18:00 PM,07/28/2013,Dog,Neutered Male,2 months,Dachshund Wirehair/Border Terrier,Black/Tan,0.0
A723767,Princess,04/09/2016 12:42:00 PM,04/09/2016 12:42:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Australian Cattle Dog Mix,Tricolor/Red Tick,Princess,04/30/2016 06:52:00 PM,04/30/2016 06:52:00 PM,04/06/2014,Dog,Spayed Female,2 years,Australian Cattle Dog Mix,Tricolor/Red Tick,1.0
A743468,*Sweets,02/11/2017 10:28:00 AM,02/11/2017 10:28:00 AM,Ih 35 And U.S. 290 in Austin (TX),Stray,Normal,Dog,Intact Female,4 years,Labrador Retriever Mix,Brown,*Sweets,02/16/2017 04:47:00 PM,02/16/2017 04:47:00 PM,02/11/2013,Dog,Intact Female,4 years,Labrador Retriever Mix,Brown,0.0
A726602,*Sara,05/12/2016 03:40:00 PM,05/12/2016 03:40:00 PM,Lareina St And Garnett St in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Labrador Retriever Mix,Tan/White,*Sara,05/16/2016 05:38:00 PM,05/16/2016 05:38:00 PM,02/29/2016,Dog,Spayed Female,2 months,Labrador Retriever Mix,Tan/White,0.0
A671748,Dell,01/30/2014 01:54:00 PM,01/30/2014 01:54:00 PM,Turner Drive in Austin (TX),Stray,Normal,Dog,Intact Male,7 years,Pit Bull Mix,Brown/White,Dell,06/12/2014 04:01:00 PM,06/12/2014 04:01:00 PM,01/30/2007,Dog,Neutered Male,7 years,Pit Bull Mix,Brown/White,0.0
A747022,,04/12/2017 04:15:00 PM,04/12/2017 04:15:00 PM,Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black/White,,05/12/2017 05:48:00 PM,05/12/2017 05:48:00 PM,03/12/2017,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Black/White,0.0
A766661,,02/13/2018 04:52:00 PM,02/13/2018 04:52:00 PM,411 Bastrop in Austin (TX),Stray,Nursing,Dog,Intact Female,4 weeks,Australian Cattle Dog Mix,Blue Tick,,03/11/2018 03:45:00 PM,03/11/2018 03:45:00 PM,01/10/2018,Dog,Spayed Female,1 month,Australian Cattle Dog Mix,Blue Tick,0.0
A762370,,11/19/2017 12:04:00 PM,11/19/2017 12:04:00 PM,4517 Rimrock in Austin (TX),Stray,Normal,Bird,Unknown,3 years,Muscovy,Black/White,,11/22/2017 10:51:00 AM,11/22/2017 10:51:00 AM,11/19/2014,Bird,Unknown,3 years,Muscovy,Black/White,0.0
A688285,Princess,09/17/2014 01:39:00 PM,09/17/2014 01:39:00 PM,11910 Thompkins in Austin (TX),Stray,Injured,Dog,Intact Female,2 months,Chihuahua Shorthair Mix,Brown/Black,Princess,10/12/2014 07:14:00 PM,10/12/2014 07:14:00 PM,07/17/2014,Dog,Spayed Female,2 months,Chihuahua Shorthair Mix,Brown/Black,0.0
A781211,Achilles,09/25/2018 05:22:00 PM,09/25/2018 05:22:00 PM,3307 Bee Creek Road in Travis (TX),Stray,Normal,Dog,Intact Male,5 years,Labrador Retriever Mix,Chocolate,Achilles,09/28/2018 01:56:00 PM,09/28/2018 01:56:00 PM,09/25/2013,Dog,Intact Male,5 years,Labrador Retriever Mix,Chocolate,0.0
A679840,,05/27/2014 11:53:00 AM,05/27/2014 11:53:00 AM,5721 Alsace Trail in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Chihuahua Shorthair/Cardigan Welsh Corgi,Tan/White,,06/01/2014 05:58:00 PM,06/01/2014 05:58:00 PM,03/27/2014,Dog,Spayed Female,2 months,Chihuahua Shorthair/Cardigan Welsh Corgi,Tan/White,0.0
A750322,Coco,02/25/2019 02:44:00 PM,02/25/2019 02:44:00 PM,Tillery And East 5Th in Austin (TX),Stray,Normal,Dog,Intact Female,10 years,Pit Bull Mix,Brown/White,Coco,02/25/2019 03:30:00 PM,02/25/2019 03:30:00 PM,02/11/2009,Dog,Intact Female,10 years,Pit Bull Mix,Brown/White,0.0
A768893,,03/26/2018 06:20:00 PM,03/26/2018 06:20:00 PM,Ih 35 And 290 in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull Mix,Buff/White,,03/30/2018 12:00:00 AM,03/30/2018 12:00:00 AM,03/26/2016,Dog,Intact Female,2 years,Pit Bull Mix,Buff/White,0.0
A739593,Elizabeth,12/05/2016 09:59:00 AM,12/05/2016 09:59:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,7 years,Domestic Shorthair,Black/White,Elizabeth,12/10/2016 01:58:00 PM,12/10/2016 01:58:00 PM,12/05/2009,Cat,Spayed Female,7 years,Domestic Shorthair,Black/White,0.0
A680684,*Tasha,06/05/2014 06:54:00 PM,06/05/2014 06:54:00 PM,11215 Prairie Dove in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,Calico,*Tasha,06/16/2014 01:53:00 PM,06/16/2014 01:53:00 PM,03/29/2014,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico,0.0
A726828,Lucky,05/15/2016 11:08:00 AM,05/15/2016 11:08:00 AM,205 W Eggleston St in Manor (TX),Stray,Normal,Dog,Intact Female,2 years,Australian Cattle Dog Mix,Black/Blue Tick,Lucky,06/16/2016 11:34:00 AM,06/16/2016 11:34:00 AM,05/15/2014,Dog,Spayed Female,2 years,Australian Cattle Dog Mix,Black/Blue Tick,0.0
A676007,Maggie,04/03/2014 12:06:00 PM,04/03/2014 12:06:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,12 years,Domestic Shorthair Mix,Tortie,Maggie,11/08/2014 02:46:00 PM,11/08/2014 02:46:00 PM,04/03/2002,Cat,Spayed Female,12 years,Domestic Shorthair Mix,Tortie,0.0
A778161,,08/09/2018 01:34:00 PM,08/09/2018 01:34:00 PM,11700 Uplands Ridge in Austin (TX),Stray,Nursing,Cat,Unknown,2 weeks,Domestic Medium Hair Mix,Orange Tabby,,08/09/2018 05:37:00 PM,08/09/2018 05:37:00 PM,07/25/2018,Cat,Unknown,2 weeks,Domestic Medium Hair Mix,Orange Tabby,0.0
A743147,Princess,02/04/2017 03:24:00 PM,02/04/2017 03:24:00 PM,Travis (TX),Owner Surrender,Normal,Dog,Intact Female,6 months,Blue Lacy/Pit Bull,Blue/White,Princess,02/06/2017 06:23:00 PM,02/06/2017 06:23:00 PM,08/04/2016,Dog,Spayed Female,6 months,Blue Lacy/Pit Bull,Blue/White,0.0
A772760,*Beethoven,05/23/2018 12:19:00 PM,05/23/2018 12:19:00 PM,Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Orange Tabby,*Beethoven,05/24/2018 04:35:00 PM,05/24/2018 04:35:00 PM,04/30/2018,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Orange Tabby,0.0
A797835,,06/18/2019 12:23:00 PM,06/18/2019 12:23:00 PM,Branchwood And Lakehurst in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Blue Tabby/White,,06/30/2019 05:00:00 PM,06/30/2019 05:00:00 PM,04/03/2019,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby/White,0.0
A678120,*Mica,05/04/2014 12:09:00 PM,05/04/2014 12:09:00 PM,7603 Clydesdale in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Medium Hair Mix,Black Tabby/White,*Mica,06/11/2014 01:47:00 PM,06/11/2014 01:47:00 PM,04/04/2014,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Black Tabby/White,0.0
A770209,,04/16/2018 02:22:00 PM,04/16/2018 02:22:00 PM,6700 Broad Brook Drive in Austin (TX),Stray,Normal,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Orange Tabby,,04/16/2018 04:02:00 PM,04/16/2018 04:02:00 PM,04/01/2018,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Orange Tabby,0.0
A782030,*Shakira,10/09/2018 06:16:00 PM,10/09/2018 06:16:00 PM,17921 Powder Creek Drive in Manor (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby,*Shakira,12/15/2018 04:21:00 PM,12/15/2018 04:21:00 PM,10/09/2017,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby,0.0
A685243,,08/04/2014 03:51:00 PM,08/04/2014 03:51:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,4 months,Domestic Shorthair Mix,Black,,08/10/2014 07:27:00 AM,08/10/2014 07:27:00 AM,04/04/2014,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Black,0.0
A669825,,12/28/2013 09:49:00 AM,12/28/2013 09:49:00 AM,7201 Levander Loop in Austin (TX),Stray,Injured,Dog,Spayed Female,1 year,Yorkshire Terrier/Miniature Poodle,White/Black,,01/03/2014 12:47:00 PM,01/03/2014 12:47:00 PM,06/28/2012,Dog,Spayed Female,1 year,Yorkshire Terrier/Miniature Poodle,White/Black,0.0
A685563,Captain,08/09/2014 12:18:00 PM,08/09/2014 12:18:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1 month,Catahoula/Pointer,Brown Merle,Captain,08/12/2014 05:56:00 PM,08/12/2014 05:56:00 PM,06/09/2014,Dog,Neutered Male,2 months,Catahoula/Pointer,Brown Merle,0.0
A786944,Smila,02/01/2019 06:48:00 PM,02/01/2019 06:48:00 PM,6603 North Ih 35 in Austin (TX),Stray,Normal,Cat,Intact Female,9 years,Domestic Shorthair Mix,Black/White,Smila,10/13/2019 05:30:00 PM,10/13/2019 05:30:00 PM,01/06/2010,Cat,Spayed Female,9 years,Domestic Shorthair Mix,Black/White,0.0
A675253,Lucky,03/25/2014 03:48:00 PM,03/25/2014 03:48:00 PM,5201 Ross Rd in Del Valle (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull Mix,Blue/White,Lucky,03/27/2014 05:51:00 PM,03/27/2014 05:51:00 PM,03/25/2013,Dog,Spayed Female,1 year,Pit Bull Mix,Blue/White,0.0
A669537,Layla,12/22/2013 12:58:00 PM,12/22/2013 12:58:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Anatol Shepherd Mix,Tan/Black,Layla,12/24/2013 03:23:00 PM,12/24/2013 03:23:00 PM,06/22/2011,Dog,Spayed Female,2 years,Anatol Shepherd Mix,Tan/Black,0.0
A732107,Stella,08/02/2016 01:04:00 PM,08/02/2016 01:04:00 PM,4900 Mueller Blvd in Austin (TX),Stray,Normal,Cat,Intact Female,4 months,Domestic Shorthair Mix,Torbie,Stella,10/09/2016 05:20:00 PM,10/09/2016 05:20:00 PM,04/02/2016,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Torbie,0.0
A756864,*Salty,08/26/2017 01:58:00 PM,08/26/2017 01:58:00 PM,12403 Mellow Meadow Drive in Austin (TX),Stray,Normal,Other,Neutered Male,4 years,Ferret,White/Silver,*Salty,10/14/2017 01:10:00 PM,10/14/2017 01:10:00 PM,09/09/2012,Other,Neutered Male,5 years,Ferret,White/Silver,0.0
A812127,David,01/16/2020 12:52:00 PM,01/16/2020 12:52:00 PM,Manor (TX),Owner Surrender,Normal,Dog,Intact Male,1 year,Anatol Shepherd,Brown,David,01/26/2020 01:41:00 PM,01/26/2020 01:41:00 PM,01/16/2019,Dog,Neutered Male,1 year,Anatol Shepherd,Brown,0.0
A697633,Diesel,03/10/2015 01:37:00 PM,03/10/2015 01:37:00 PM,3112 Speidel in Travis (TX),Stray,Normal,Dog,Neutered Male,9 years,Labrador Retriever Mix,Tan,Diesel,03/10/2015 04:47:00 PM,03/10/2015 04:47:00 PM,02/25/2006,Dog,Neutered Male,9 years,Labrador Retriever Mix,Tan,0.0
A772126,,05/14/2018 05:44:00 PM,05/14/2018 05:44:00 PM,422 Genard Street in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Blue Tabby,,06/19/2018 08:00:00 AM,06/19/2018 08:00:00 AM,04/16/2018,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby,0.0
A785967,Magnolia,12/13/2018 06:22:00 PM,12/13/2018 06:22:00 PM,Newfield Lane And Niles Road in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,Plott Hound Mix,Brown Brindle,Magnolia,12/14/2018 12:07:00 PM,12/14/2018 12:07:00 PM,12/13/2016,Dog,Spayed Female,2 years,Plott Hound Mix,Brown Brindle,0.0
A744189,Rosie,02/24/2017 06:42:00 PM,02/24/2017 06:42:00 PM,7201 Levander Loop in Austin (TX),Stray,Normal,Dog,Spayed Female,5 months,German Shepherd,White,Rosie,02/26/2017 05:00:00 PM,02/26/2017 05:00:00 PM,08/26/2016,Dog,Spayed Female,6 months,German Shepherd,White,0.0
A708824,,08/01/2015 12:06:00 PM,08/01/2015 12:06:00 PM,4502 Dovewood Dr in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair Mix,Orange Tabby/White,,08/02/2015 09:00:00 AM,08/02/2015 09:00:00 AM,08/01/2014,Cat,Intact Male,1 year,Domestic Shorthair Mix,Orange Tabby/White,0.0
A765198,,01/15/2018 10:11:00 AM,01/15/2018 10:11:00 AM,6500 Brush Country in Austin (TX),Stray,Injured,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Gray/White,,01/15/2018 10:23:00 AM,01/15/2018 10:23:00 AM,10/15/2017,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Gray/White,1.0
A797204,,06/10/2019 03:57:00 PM,06/10/2019 03:57:00 PM,Travis (TX),Owner Surrender,Normal,Cat,Intact Male,1 month,Domestic Medium Hair,Black/White,,06/21/2019 03:08:00 PM,06/21/2019 03:08:00 PM,04/17/2019,Cat,Intact Male,2 months,Domestic Medium Hair,Black/White,0.0
A795519,,05/21/2019 02:44:00 PM,05/21/2019 02:44:00 PM,Teri Road And Nuckols Crossing in Austin (TX),Stray,Normal,Dog,Intact Female,5 months,German Shepherd,Black/Tricolor,,05/24/2019 04:59:00 PM,05/24/2019 04:59:00 PM,11/21/2018,Dog,Intact Female,6 months,German Shepherd,Black/Tricolor,0.0
A768929,Hachi Lee,03/27/2018 02:44:00 PM,03/27/2018 02:44:00 PM,12400 Mellow Meadow Drive in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Catahoula Mix,Tan/Black,Hachi Lee,03/27/2018 06:37:00 PM,03/27/2018 06:37:00 PM,03/27/2016,Dog,Neutered Male,2 years,Catahoula Mix,Tan/Black,0.0
A756573,*Baby Girl,08/22/2017 11:14:00 AM,08/22/2017 11:14:00 AM,Loyola And Milrace in Travis (TX),Stray,Normal,Dog,Intact Female,1 year,Dachshund Mix,Black/White,*Baby Girl,09/02/2017 02:48:00 PM,09/02/2017 02:48:00 PM,08/22/2016,Dog,Spayed Female,1 year,Dachshund Mix,Black/White,0.0
A794521,Harley,05/09/2019 11:55:00 AM,05/09/2019 11:55:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Anatol Shepherd Mix,Fawn,Harley,05/13/2019 04:18:00 PM,05/13/2019 04:18:00 PM,11/09/2017,Dog,Neutered Male,1 year,Anatol Shepherd Mix,Fawn,0.0
A812167,,01/17/2020 11:04:00 AM,01/17/2020 11:04:00 AM,12435 Dessau Road in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Miniature Schnauzer Mix,Black/White,,01/22/2020 04:23:00 PM,01/22/2020 04:23:00 PM,01/17/2019,Dog,Neutered Male,1 year,Miniature Schnauzer Mix,Black/White,0.0
A739882,*Jackson,12/13/2016 06:35:00 PM,12/13/2016 06:35:00 PM,Austin (TX),Public Assist,Normal,Dog,Neutered Male,1 year,German Shepherd Mix,Sable/Black,*Jackson,12/13/2016 06:31:00 PM,12/13/2016 06:31:00 PM,12/08/2015,Dog,Neutered Male,1 year,German Shepherd Mix,Sable/Black,0.0
A779803,Matilda,09/05/2018 06:06:00 PM,09/05/2018 06:06:00 PM,14501 Lippincott Street in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,Black Mouth Cur/Pit Bull,Red/White,Matilda,09/18/2018 02:30:00 PM,09/18/2018 02:30:00 PM,09/05/2016,Dog,Spayed Female,2 years,Black Mouth Cur/Pit Bull,Red/White,0.0
A717196,,12/10/2015 05:35:00 PM,12/10/2015 05:35:00 PM,1881 Grove Blvd in Austin (TX),Stray,Normal,Cat,Spayed Female,7 months,Domestic Shorthair Mix,Calico,,12/11/2015 10:18:00 AM,12/11/2015 10:18:00 AM,05/03/2015,Cat,Spayed Female,7 months,Domestic Shorthair Mix,Calico,1.0
A696559,Kiara,04/06/2015 12:37:00 PM,04/06/2015 12:37:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,3 months,Border Terrier/Miniature Poodle,White/Brown,Kiara,04/10/2015 06:32:00 PM,04/10/2015 06:32:00 PM,12/11/2014,Dog,Spayed Female,3 months,Border Terrier/Miniature Poodle,White/Brown,0.0
A788749,*Jerome,02/08/2019 09:12:00 AM,02/08/2019 09:12:00 AM,Airport & Bolm Rd in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Plott Hound Mix,Brown Brindle/White,*Jerome,02/18/2019 04:13:00 PM,02/18/2019 04:13:00 PM,02/08/2017,Dog,Neutered Male,2 years,Plott Hound Mix,Brown Brindle/White,0.0
A682180,,06/25/2014 12:02:00 PM,06/25/2014 12:02:00 PM,17305 Pearce Ln in Del Valle (TX),Stray,Normal,Dog,Intact Male,1 month,Border Terrier/Chihuahua Shorthair,Brown,,06/29/2014 06:22:00 PM,06/29/2014 06:22:00 PM,04/25/2014,Dog,Neutered Male,2 months,Border Terrier/Chihuahua Shorthair,Brown,0.0
A758202,252,09/12/2017 05:04:00 PM,09/12/2017 05:04:00 PM,Outside Jurisdiction,Public Assist,Normal,Dog,Neutered Male,1 year,Pug Mix,Tan,252,11/30/2017 03:25:00 PM,11/30/2017 03:25:00 PM,09/12/2016,Dog,Neutered Male,1 year,Pug Mix,Tan,0.0
A731982,Trek,07/30/2016 01:44:00 PM,07/30/2016 01:44:00 PM,Manchaca Rd And Berkeley Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,13 years,Dachshund Mix,Red,Trek,07/30/2016 03:37:00 PM,07/30/2016 03:37:00 PM,07/30/2003,Dog,Neutered Male,13 years,Dachshund Mix,Red,0.0
A695699,Gabby,01/20/2015 04:14:00 PM,01/20/2015 04:14:00 PM,1600 Ih 35 in Austin (TX),Public Assist,Normal,Dog,Intact Female,1 year,English Bulldog Mix,Brown/White,Gabby,01/21/2015 02:09:00 PM,01/21/2015 02:09:00 PM,07/20/2013,Dog,Intact Female,1 year,English Bulldog Mix,Brown/White,0.0
A719292,Brownie,11/22/2016 06:15:00 PM,11/22/2016 06:15:00 PM,Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Dachshund Mix,Brown/Black,Brownie,11/22/2016 06:35:00 PM,11/22/2016 06:35:00 PM,08/01/2015,Dog,Neutered Male,1 year,Dachshund Mix,Brown/Black,0.0
A799263,,07/06/2019 02:37:00 PM,07/06/2019 02:37:00 PM,Thaxton Road in Austin (TX),Stray,Normal,Dog,Intact Male,4 years,Chihuahua Shorthair,White/Brown,,07/16/2019 04:32:00 PM,07/16/2019 04:32:00 PM,07/06/2015,Dog,Neutered Male,4 years,Chihuahua Shorthair,White/Brown,0.0
A684346,,07/22/2014 12:00:00 PM,07/22/2014 12:00:00 PM,45065 Felicity Ln in Austin (TX),Stray,Nursing,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Orange Tabby,,07/22/2014 04:04:00 PM,07/22/2014 04:04:00 PM,07/07/2014,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Orange Tabby,0.0
A703521,Sadie,05/25/2015 05:15:00 PM,05/25/2015 05:15:00 PM,Mlk And 183 in Austin (TX),Stray,Normal,Dog,Intact Female,10 years,German Shepherd,Black/Tan,Sadie,05/25/2015 06:25:00 PM,05/25/2015 06:25:00 PM,05/25/2005,Dog,Intact Female,10 years,German Shepherd,Black/Tan,0.0
A718972,*Oscar,01/10/2016 02:02:00 PM,01/10/2016 02:02:00 PM,Riverside And Burton Dr in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Pit Bull Mix,White/Black,*Oscar,05/23/2016 04:22:00 PM,05/23/2016 04:22:00 PM,01/10/2015,Dog,Neutered Male,1 year,Pit Bull Mix,White/Black,0.0
A732468,*Jaymie,09/12/2016 06:40:00 PM,09/12/2016 06:40:00 PM,3308 Thompson St in Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,Australian Kelpie Mix,Black/Tan,*Jaymie,09/12/2016 07:11:00 PM,09/12/2016 07:11:00 PM,08/08/2015,Dog,Spayed Female,1 year,Australian Kelpie Mix,Black/Tan,0.0
A760309,*Cider,10/16/2017 11:48:00 AM,10/16/2017 11:48:00 AM,1801 East 51St Street in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Brown Tabby,*Cider,12/13/2017 07:06:00 AM,12/13/2017 07:06:00 AM,09/16/2017,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby,0.0
